proto,service,state,dur,sbytes,dbytes,spkts,dpkts,sttl,dttl,swin,dwin,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,prediction,prediction_label
-0.2050756298976785,0.5043011323241103,0.1165200498573975,0.0710345644510933,-0.0131472304279476,-0.1707966299006799,0.3574947083061339,0.2113905545020378,-0.5821238055292414,-0.009608482348372,1.0231478298481755,1.0278168637926413,-0.7530255914892935,-0.4988107995801671,-0.5673790715839311,-0.5999014035401277,-0.6048967187883252,-0.64238695660746,0,Normal
-0.2050756298976785,-0.8204465820618376,0.1165200498573975,-0.1499726946464295,-0.0026027042082664,0.1576663100568777,0.4682959094505893,0.2892469690375109,-0.5821238055292414,-0.009608482348372,1.0231478298481755,1.0278168637926413,-0.4364265751160964,-0.4988107995801671,-0.0414260381228973,-0.5999014035401277,-0.6048967187883252,-0.5661061490709132,0,Normal
-0.2050756298976785,3.1537965610960064,0.1165200498573975,-0.1502357802163228,0.5326908045462737,-0.1734692211406133,0.3574947083061339,0.0946059326988283,-0.5821238055292414,-0.009608482348372,1.0231478298481755,1.0278168637926413,-0.7530255914892935,-0.4988107995801671,-0.5673790715839311,-0.5999014035401277,-0.6048967187883252,-0.64238695660746,0,Normal
0.4179793800360633,0.0627185608621277,-2.0283461285653255,-0.1568693142165859,-0.0574215363021513,-0.1971091027711842,-0.3350127988467127,-0.2946761399785368,-0.5821238055292414,-0.009608482348372,-0.9773851729678829,-0.9729572625702528,-0.7530255914892935,-0.4988107995801671,-0.7777602849683445,-0.5003619023185456,-0.6048967187883252,-0.7186677641440069,0,Normal
0.4179793800360633,0.0627185608621277,-2.0283461285653255,-0.1568701237106471,-0.0574215363021513,-0.1971091027711842,-0.3350127988467127,-0.2946761399785368,-0.5821238055292414,-0.009608482348372,-0.9773851729678829,-0.9729572625702528,-0.7530255914892935,-0.4988107995801671,-0.3569978581995175,-0.5999014035401277,-0.6048967187883252,-0.64238695660746,0,Normal
0.4179793800360633,0.0627185608621277,-2.0283461285653255,-0.1568577114683752,-0.0574215363021513,-0.1971091027711842,-0.3350127988467127,-0.2946761399785368,-0.5821238055292414,-0.009608482348372,-0.9773851729678829,-0.9729572625702528,-0.7530255914892935,-0.4988107995801671,-0.5673790715839311,-0.5999014035401277,-0.6048967187883252,-0.7186677641440069,0,Normal
-0.2050756298976785,-0.8204465820618376,0.1165200498573975,-0.1512519650944952,-0.0059058088072027,0.1305417238261726,0.4128953088783616,0.2503187617697743,-0.5821238055292414,-0.009608482348372,1.0231478298481755,1.0278168637926413,-0.3572768210227971,-0.4988107995801671,-0.1466166448151041,-0.5999014035401277,-0.6048967187883252,-0.7186677641440069,0,Normal
0.4179793800360633,-0.8204465820618376,-2.0283461285653255,-0.1566831305825076,-0.0512282151791457,-0.1961788638313179,-0.3073124985605989,-0.2752120363446685,-0.5821238055292414,-0.009608482348372,-0.9773851729678829,-0.9729572625702528,-0.0406778046496001,-0.4988107995801671,-0.4621884648917243,-0.5999014035401277,-0.6048967187883252,-0.4135445339978194,0,Normal
0.4179793800360633,-0.8204465820618376,-2.0283461285653255,-0.1028385537757022,-0.0507200452408478,-0.1961198010414851,-0.3073124985605989,-0.2752120363446685,-0.5821238055292414,-0.009608482348372,-0.9773851729678829,-0.9729572625702528,-0.5947260833026949,-0.4988107995801671,-0.5673790715839311,-0.5999014035401277,-0.6048967187883252,-0.4135445339978194,0,Normal
0.4179793800360633,0.0627185608621277,-2.0283461285653255,-0.1568803773020891,-0.0574215363021513,-0.1971091027711842,-0.3350127988467127,-0.2946761399785368,-0.5821238055292414,-0.009608482348372,-0.9773851729678829,-0.9729572625702528,-0.7530255914892935,-0.4988107995801671,-0.5673790715839311,-0.5999014035401277,-0.6048967187883252,-0.7186677641440069,0,Normal
