src_bytes,dst_bytes,encodedCategory
-0.01003248910708615,-0.2709674932128316,6
-0.006004633629083425,-0.256661188610498,6
-0.0021015541088231764,-0.19387470439476545,6
-0.010303931541473289,-0.26248087754916405,6
-0.010299553437692852,-0.2725800535581813,6
-0.004877271905620706,0.1670493790554353,6
-0.01003248910708615,-0.2710088409139944,6
-0.010008409536293741,-0.27119490556922704,4
-0.0056106042888440285,-0.2598863093011975,6
-0.007442840720957224,-0.2532396663392752,6
-0.007790899971502024,-0.26905516203405144,6
-0.0073147811853794195,-0.2725800535581813,6
-0.0089248288506354,-0.2200271253802451,6
-0.010435274654886422,-0.2725800535581813,1
-0.009673484597090254,-0.27119490556922704,3
-0.0020993650569329577,-0.19530120008488253,6
0.0040715722215940425,2.560853864025953,6
-0.009704131323553319,-0.2701612130401567,3
-0.007442840720957224,-0.2532396663392752,6
-0.0008822522059712649,-0.2703886253965522,6
-0.004165830041299573,-0.2311806677689141,6
-0.007871894891440122,-0.15103848599009045,6
0.0012279938161997275,2.082988144762024,6
-0.008292192854362146,-0.2598449616000347,6
-0.010233881880986286,-0.2725800535581813,6
-0.0053325946987862315,0.15527562114932408,6
-0.0069437368899873215,-0.05712751972404986,6
0.030732035192569684,-0.2556481699320091,6
-0.008810998152344018,-0.2200271253802451,6
-0.009520250964774933,-0.2608889910543957,6
0.017939215946130595,-0.26926190053986554,4
-0.01003248910708615,-0.2709674932128316,6
-0.007442840720957224,-0.2532396663392752,6
-0.008968609888439777,-0.2640831009692231,6
-0.010303931541473289,-0.2628219960837573,6
0.01677026223675372,5.385790829021128,6
0.003616249428428517,2.560853864025953,6
-0.0089248288506354,-0.2200271253802451,6
-0.0089248288506354,-0.2200271253802451,6
-0.009395475007032458,-0.2707504177817268,4
-0.0053325946987862315,0.14278861539815435,6
0.0035024187301371354,2.560853864025953,6
-0.010190100843181909,-0.22697353917559782,6
-0.009688807960321786,-0.27083311318405245,6
-0.0021124993682742708,-0.19212776402063658,6
0.00392052764116894,2.559623769916359,6
-0.006357070983408664,0.008904759032963607,6
-0.01003248910708615,-0.2710088409139944,6
-0.010347712579277666,-0.2659230736709683,6
-0.008968609888439777,-0.2640831009692231,6
-0.008810998152344018,-0.2200271253802451,6
-0.0008822522059712649,-0.27092614551166877,6
0.03044745844684123,-0.2551106498168925,6
-0.008968609888439777,-0.2640831009692231,6
-0.0089248288506354,-0.2200271253802451,6
-0.0089248288506354,-0.2200271253802451,6
-0.0057244349871354095,-0.2598863093011975,6
-0.002092797901262301,-0.19563198169418503,6
-0.01003248910708615,-0.27092614551166877,6
-0.008968609888439777,-0.2640831009692231,6
-0.010370697624124965,-0.27105535707780254,6
0.00956609246604341,5.350138773693492,6
0.030055618158492052,-0.2551106498168925,6
-0.0089248288506354,-0.2200271253802451,6
-0.0008822522059712649,-0.27092614551166877,6
-0.0021015541088231764,-0.19390571517063757,6
0.004299233618176804,2.560853864025953,6
-0.006284832271031441,-0.2598863093011975,6
-0.00843885933100681,-0.24975612251630816,6
-0.002110310316384052,-0.19267562106104386,6
0.016997923633336482,5.385790829021128,6
-0.006260752700239033,0.04265482010711029,6
-0.007758064193148741,-0.15157600610520705,6
-0.007302741399983216,-0.10441895292901802,6
-0.009739156153796821,-0.2662641922055615,6
-0.006698563078282808,-0.028845692128685294,6
-0.010485622848361456,-0.2033950125875033,6
-0.006015578888534519,0.043926261917866805,6
-0.0030931946150923257,1.0488821386800535,6
-0.0069437368899873215,-0.05712751972404986,6
0.008541616181420979,5.350138773693492,6
-0.008968609888439777,-0.2640831009692231,6
0.010476738052374462,5.350138773693492,6
-0.01003248910708615,-0.2709674932128316,6
-0.009093385846182253,-0.27119490556922704,6
-0.007416572098274597,-0.105256243877565,6
-0.008099556288022886,-0.18935746804272804,6
0.0040715722215940425,2.560853864025953,6
-0.006260752700239033,0.041869213785016825,6
-0.005560256095368994,0.10832530647894914,6
-0.006135976742496558,-0.25881126907096436,6
-0.009270699049289982,-0.25151339981572773,3
0.030167259804893213,-0.2551106498168925,6
-0.0089248288506354,-0.2200271253802451,6
-0.006260752700239033,0.04265482010711029,6
-0.008968609888439777,-0.2640831009692231,6
-0.010645423636347434,-0.27187197417576814,6
-0.01010910592324381,-0.2707504177817268,6
-0.008099556288022886,-0.18715570295580822,6
-0.00956622105446953,-0.2689001081546909,6
0.027722088843518733,-0.26700845082649216,4
-0.004991102603912088,0.17822359529468568,6
-0.009776370035930541,-0.26609880140091025,6
-0.0053325946987862315,0.13343369801006774,6
0.017339415728210624,5.385790829021128,6
-0.002090608849372082,-0.19159024390551999,6
-0.010190100843181909,-0.22697353917559782,6
-0.010036867210866588,-0.2707504177817268,9
-0.0089248288506354,-0.2200271253802451,6
-0.010216369465864534,-0.2725800535581813,2
-0.010317065852814602,-0.2677010248209693,6
-0.0089248288506354,-0.2200271253802451,6
-0.010286419126351538,-0.2650651088718399,6
-0.010615871435829479,-0.2721097234574543,6
-0.010411195084094015,-0.26404692173070565,6
-0.010190100843181909,-0.22697353917559782,6
-0.01003248910708615,-0.27092614551166877,6
-0.006573787120540331,-0.2598863093011975,6
-0.006716075493404559,-0.023294763247577555,6
-0.006357070983408664,0.008904759032963607,6
-0.005339161854456888,-0.256661188610498,6
0.010590568750665842,5.350138773693492,6
-0.004991102603912088,0.16758689917055186,6
-0.008292192854362146,-0.2598449616000347,6
0.009907584560917554,5.350138773693492,6
-0.007626721079735609,-0.12497909733222713,6
-0.01003248910708615,-0.2709674932128316,6
-0.008552690029298192,-0.25029364263142473,6
-0.006573787120540331,-0.24428788903752605,6
-0.007854382476318372,-0.1520515046685794,6
-0.008810998152344018,-0.2200271253802451,6
-0.010653085317963199,-0.2725800535581813,7
-0.0071713982865700835,-0.08694954918772924,6
0.030298602918306345,-0.2556481699320091,6
-0.0089248288506354,-0.2200271253802451,6
0.0040715722215940425,2.560853864025953,6
-0.007442840720957224,-0.2532396663392752,6
-0.008968609888439777,-0.2640831009692231,6
-0.00209498695315252,-0.1934302166072652,6
-0.0069437368899873215,-0.04048507000601735,6
-0.007758064193148741,-0.14045347449241016,6
-0.007900352566012969,-0.2707504177817268,6
-0.00764423349485736,-0.12686041773513515,6
-0.0008822522059712649,-0.2703886253965522,6
-0.007416572098274597,-0.10307515264122658,6
-0.006357070983408664,0.023066346681227298,6
-0.008397267345092652,-0.26065124177270954,6
-0.008968609888439777,-0.2640831009692231,6
-0.007399059683152846,-0.09570492490895503,6
-0.007758064193148741,-0.13890293569880463,6
-0.006260752700239033,0.019014271967271557,6
-0.008099556288022886,-0.18935746804272804,6
-0.010093782560012277,-0.2710088409139944,6
-0.008810998152344018,-0.2200271253802451,6
-0.010303931541473289,-0.26252222525032687,6
-0.008552690029298192,-0.25029364263142473,6
