duration,src_bytes,dst_bytes,count,srv_count,serror_rate,encodedCategory
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,1.956884433039697,-0.20899500861392115,1.5193843769065936,0
-0.1228006042229602,-0.009888174256652655,-0.04131229361697633,1.5547504650115411,4.0753709527262405,-0.6709952306815835,1
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,1.6576219452047902,-0.13788520012694752,1.5193843769065936,0
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,-0.8019416266883483,0.3954383635253548,1.5193843769065936,1
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,0.6943708124861847,-0.3512146255878684,-0.6709952306815835,0
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,1.1432645442385447,-0.38676952983135526,1.5193843769065936,0
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,0.40446027739611895,-0.2623273649791514,1.5193843769065936,0
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,0.23612512798898397,-0.22677246073566457,1.5193843769065936,0
-0.12244904188262183,-0.009545227973503514,-0.038829272623366544,-0.8019416266883483,-0.4223244340748421,-0.6709952306815835,1
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,0.5821473795480948,-0.2801048171008948,1.5193843769065936,0
-0.1228006042229602,-0.0098355959442015,-0.038153890913104685,-0.7458299102193033,0.02211186896874318,-0.6709952306815835,1
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,3.948850367690794,-0.4223244340748421,-0.5614762503021746,2
-0.1228006042229602,-0.009828811645820707,-0.03902791430285533,-0.8019416266883483,-0.4223244340748421,-0.6709952306815835,1
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,0.16130950603025732,-0.4045469819530987,-0.6709952306815835,0
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,1.8166051418670845,-0.33343717346612506,1.5193843769065936,0
-0.1228006042229602,-0.009887835041733616,-0.04088521400607545,-0.10054517082528597,2.3331806447953864,-0.6709952306815835,1
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,0.9375215838520464,-0.24454991285740799,-0.6709952306815835,0
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,0.36705246641675565,-0.4223244340748421,-0.6490914346057016,2
-0.1228006042229602,-0.009806762676083125,-0.039206691814395234,-0.7925896739435075,-0.4045469819530987,0.42419457311250514,1
-0.1228006042229602,-0.004687331117935903,-0.042146588670829224,-0.59619866630185,-0.031220487396487053,-0.6709952306815835,1
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,0.5821473795480948,-0.4223244340748421,-0.6709952306815835,0
0.8738786306362962,-0.009853913549829646,-0.04110371985351311,-0.8019416266883483,-0.4223244340748421,-0.6709952306815835,1
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,1.6015102287357454,-0.22677246073566457,1.5193843769065936,0
-0.1199881055002533,-0.009901403638495204,-0.042146588670829224,3.958202320435635,-0.4223244340748421,-0.232919309163948,2
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,0.34834856092707395,-0.4045469819530987,1.5193843769065936,0
-0.1228006042229602,-0.009787088210778823,0.008715613362273673,-0.6616623355157359,-0.06677539163997387,-0.6709952306815835,1
-0.1228006042229602,-0.009799978377702332,-0.022798889088621755,-0.764533815708985,-0.3512146255878684,-0.6709952306815835,1
-0.1228006042229602,-0.009888174256652655,-0.04140168237274629,1.1432645442385447,3.275385607247787,-0.6709952306815835,1
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,1.1432645442385447,-0.1556626522486909,1.5193843769065936,0
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,0.5821473795480948,-0.08455284376171729,-0.6709952306815835,0
-0.1228006042229602,-0.009798282303107133,-0.03407180439961019,-0.7458299102193033,-0.13788520012694752,-0.6709952306815835,1
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,0.25482903347866565,-0.22677246073566457,-0.6709952306815835,0
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,-0.07248931259076348,-0.2801048171008948,-0.6709952306815835,0
-0.1228006042229602,-0.009903438928009442,-0.042146588670829224,1.8259570946119252,-0.1556626522486909,1.5193843769065936,0
-0.1228006042229602,-0.00980337052689273,0.00827860166739835,-0.7458299102193033,-0.31565972134438164,-0.6709952306815835,1
