duration,src_bytes,dst_bytes,count,srv_count,serror_rate,encodedCategory
-0.1228006042229602,-0.009799639162783294,-0.02974141578675472,-0.7551818629641442,-0.33343717346612506,-0.6709952306815833,1
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,1.6108621814805861,-0.4223244340748421,1.5193843769065938,0
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,3.967554273180476,-0.4223244340748421,-0.5614762503021745,2
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,1.900772716570652,-0.2978822692226382,1.5193843769065938,0
-0.1228006042229602,-0.00982643714138743,0.06145497926654557,-0.8019416266883483,-0.2978822692226382,-0.6709952306815833,1
-0.1228006042229602,0.16030103884935282,-0.042146588670829224,-0.7925896739435075,-0.4045469819530987,-0.6709952306815833,1
-0.1228006042229602,-0.009799639162783294,-0.031807289253438065,-0.6429584300260542,-0.1201077480052041,-0.6709952306815833,1
-0.1228006042229602,-0.009824741066792233,0.09924655878928655,-0.8019416266883483,-0.4223244340748421,-0.6709952306815833,1
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,0.4418680883754823,-0.13788520012694752,1.5193843769065938,0
-0.1228006042229602,-0.009786070566021706,-0.01860754965140843,-0.6429584300260542,-0.1201077480052041,-0.6709952306815833,1
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,1.7604934253980395,-0.19121755649217775,-0.6709952306815833,0
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,0.32029270269255145,-0.24454991285740799,-0.6709952306815833,0
-0.1228006042229602,-0.009888174256652657,-0.040944806509922084,-0.1940646982736943,0.8220972144471966,-0.6709952306815833,1
-0.12244904188262183,-0.009537086815446563,-0.03889879721118762,-0.8019416266883483,-0.4045469819530987,-0.6709952306815833,1
-0.1228006042229602,-0.00980540581640697,-0.004603311247449229,-0.7458299102193033,-0.31565972134438164,-0.6709952306815833,1
-0.1228006042229602,-0.009382065597445418,-0.03888886512721318,-0.8019416266883483,-0.38676952983135526,-0.6709952306815833,1
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,-0.7738857684538258,-0.4223244340748421,1.5193843769065938,0
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,1.7511414726531986,-0.1023302958834607,1.5193843769065938,0
-0.1228006042229602,-0.009798960732945214,-0.036107881614370216,-0.6616623355157359,0.2887736507948943,-0.6709952306815833,1
-0.1228006042229602,-0.009835595944201503,-0.040388609807353495,-0.7458299102193033,-0.2623273649791514,-0.6709952306815833,1
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,1.844661000101607,-0.22677246073566457,1.5193843769065938,0
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,0.8907618201278422,-0.22677246073566457,1.5193843769065938,0
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,1.7511414726531986,-0.1201077480052041,1.5193843769065938,0
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,0.9842813475762505,-0.2623273649791514,1.5193843769065938,0
2.1092686945853005,-0.009590682772654836,0.021349224177760275,-0.8019416266883483,-0.4223244340748421,-0.6709952306815833,1
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,-0.02572954886655932,-0.20899500861392115,1.5193843769065938,0
-0.12174591720194511,-0.009903438928009444,-0.042146588670829224,1.292895788155998,-0.4223244340748421,-0.5833800463780563,2
-0.1228006042229602,-0.009793194079321539,-0.0360284249425747,-0.6149025717915317,-0.06677539163997387,-0.6709952306815833,1
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,0.16130950603025732,-0.38676952983135526,-0.6709952306815833,0
-0.1228006042229602,-0.009797603873269056,0.045444459899749656,-0.7551818629641442,-0.33343717346612506,-0.6709952306815833,1
-0.1228006042229602,-0.009830168505496867,0.02071357080339617,-0.5120310915982826,0.12877658169920364,-0.6709952306815833,1
-0.1228006042229602,-0.009903438928009444,-0.042146588670829224,1.6108621814805861,-0.24454991285740799,1.5193843769065938,0
-0.1228006042229602,-0.009822027347439914,-0.03339642268934833,-0.5681428080673275,0.02211186896874318,-0.6709952306815833,1
